#SUBMITTED ID	FBID_KEY	AFFECTED_GENES	INSERTED_ELEMENT	LOCATION_STRAND	NAME	STOCKS	SYMBOL
FBti0152484	FBti0152484	CG17580	Mi{MIC}	1	-	44832 y[1] w[*]; Mi{MIC}CG17580[MI08876]/SM6a	Mi{MIC}CG17580[MI08876]
FBti0152486	FBti0152486	swi2	Mi{MIC}	-1	-	44834 y[1] w[*]; Mi{MIC}swi2[MI08894]/SM6a	Mi{MIC}swi2[MI08894]
FBti0152487	FBti0152487	CG10936	Mi{MIC}	-1	-	44835 y[1] w[*]; Mi{MIC}CG10936[MI08898]	Mi{MIC}CG10936[MI08898]
FBti0152489	FBti0152489	-	Mi{MIC}	-1	-	44837 y[1] w[*]; Mi{MIC}MI08904	Mi{MIC}MI08904
FBti0152490	FBti0152490	Ca-alpha1D	Mi{MIC}	-1	-	44838 y[1] w[*]; Mi{MIC}Ca-α1D[MI08906]/SM6a	Mi{MIC}Ca-alpha1D[MI08906]
FBti0152491	FBti0152491	Drl-2	Mi{MIC}	-1	-	44839 y[1] w[*]; Mi{MIC}Drl-2[MI08950]	Mi{MIC}Drl-2[MI08950]
FBti0152492	FBti0152492	jbug	Mi{MIC}	1	-	44840 y[1] w[*]; Mi{MIC}jbug[MI08952]	Mi{MIC}jbug[MI08952]
FBti0152493	FBti0152493	RapGAP1	Mi{MIC}	1	-	44841 y[1] w[*]; Mi{MIC}RapGAP1[MI08965]	Mi{MIC}RapGAP1[MI08965]
FBti0152494	FBti0152494	CG3544	Mi{MIC}	-1	-	44842 y[1] w[*]; Mi{MIC}CG3544[MI08969]/SM6a	Mi{MIC}CG3544[MI08969]
FBti0152495	FBti0152495	brp	Mi{MIC}	-1	-	44843 y[1] w[*]; Mi{MIC}brp[MI08971]	Mi{MIC}brp[MI08971]
FBti0152496	FBti0152496	ed	Mi{MIC}	1	-	44844 y[1] w[*]; Mi{MIC}ed[MI08974]/SM6a	Mi{MIC}ed[MI08974]
FBti0152656	FBti0152656	-	Mi{MIC}	-1	-	44846 y[1] w[*]; Mi{MIC}MI00734	Mi{MIC}MI00734
FBti0152659	FBti0152659	wrd	Mi{MIC}	-1	-	44849 y[1] w[*]; Mi{MIC}wrd[MI01894]	Mi{MIC}wrd[MI01894]
FBti0152660	FBti0152660	pyd	Mi{MIC}	-1	-	44850 y[1] w[*]; Mi{MIC}pyd[MI02628]	Mi{MIC}pyd[MI02628]
FBti0152666	FBti0152666	bab2	Mi{MIC}	1	-	44856 y[1] w[*]; Mi{MIC}bab2[MI04190]	Mi{MIC}bab2[MI04190]
FBti0152668	FBti0152668	p130CAS	Mi{MIC}	1	-	44858 y[1] w[*]; Mi{MIC}p130CAS[MI04653]	Mi{MIC}p130CAS[MI04653]
FBti0152669	FBti0152669	olf413	Mi{MIC}	-1	-	44859 y[1] w[*]; Mi{MIC}olf413[MI04812]	Mi{MIC}olf413[MI04812]
FBti0152670	FBti0152670	GABA-B-R1	Mi{MIC}	1	-	44860 y[1] w[*]; Mi{MIC}GABA-B-R1[MI05254]	Mi{MIC}GABA-B-R1[MI05254]
FBti0152671	FBti0152671	RhoGEF64C	Mi{MIC}	-1	-	44861 y[1] w[*]; Mi{MIC}RhoGEF64C[MI05417]	Mi{MIC}RhoGEF64C[MI05417]
FBti0152672	FBti0152672	Lmpt	Mi{MIC}	1	-	44862 y[1] w[*]; Mi{MIC}Lmpt[MI05730]	Mi{MIC}Lmpt[MI05730]
FBti0152675	FBti0152675	mamo	Mi{MIC}	1	-	44865 y[1] w[*] Mi{MIC}mamo[MI06146]	Mi{MIC}mamo[MI06146]
FBti0152676	FBti0152676	-	Mi{MIC}	-1	-	44866 y[1] w[*]; Mi{MIC}MI06237	Mi{MIC}MI06237
FBti0152683	FBti0152683	-	Mi{MIC}	-1	-	44873 y[1] w[*]; Mi{MIC}MI06896	Mi{MIC}MI06896
FBti0152686	FBti0152686	-	Mi{MIC}	-1	-	44876 y[1] w[*]; Mi{MIC}MI07153	Mi{MIC}MI07153
FBti0152692	FBti0152692	bab1	Mi{MIC}	-1	-	44882 y[1] w[*]; Mi{MIC}bab1[MI07736]	Mi{MIC}bab1[MI07736]
FBti0152694	FBti0152694	Csk	Mi{MIC}	-1	-	44884 y[1] w[*]; Mi{MIC}Csk[MI07767]/TM3, Sb[1] Ser[1]	Mi{MIC}Csk[MI07767]
FBti0152696	FBti0152696	cic	Mi{MIC}	1	-	44886 y[1] w[*]; Mi{MIC}cic[MI07806]/TM3, Sb[1] Ser[1]	Mi{MIC}cic[MI07806]
FBti0152698	FBti0152698	Nop60B	Mi{MIC}	-1	-	44888 y[1] w[*]; Mi{MIC}Nop60B[MI07849]	Mi{MIC}Nop60B[MI07849]
FBti0152702	FBti0152702	-	Mi{MIC}	-1	-	44892 y[1] w[*]; Mi{MIC}MI07891	Mi{MIC}MI07891
FBti0152703	FBti0152703	Cad87A	Mi{MIC}	1	-	44893 y[1] w[*]; Mi{MIC}Cad87A[MI07894]	Mi{MIC}Cad87A[MI07894]
FBti0152705	FBti0152705	-	Mi{MIC}	-1	-	44895 y[1] w[*]; Mi{MIC}MI07897	Mi{MIC}MI07897
FBti0152706	FBti0152706	CG3961	Mi{MIC}	-1	-	44896 y[1] w[*]; Mi{MIC}CG3961[MI07900]	Mi{MIC}CG3961[MI07900]
FBti0152707	FBti0152707	CG9737	Mi{MIC}	-1	-	44897 y[1] w[*]; Mi{MIC}CG9737[MI07907]/TM3, Sb[1] Ser[1]	Mi{MIC}CG9737[MI07907]
FBti0152708	FBti0152708	-	Mi{MIC}	1	-	44898 y[1] w[*]; Mi{MIC}MI07908	Mi{MIC}MI07908
FBti0152712	FBti0152712	CG11263	Mi{MIC}	-1	-	44902 y[1] w[*]; Mi{MIC}CG11263[MI07943]	Mi{MIC}CG11263[MI07943]
FBti0152713	FBti0152713	-	Mi{MIC}	-1	-	44903 y[1] w[*]; Mi{MIC}MI07949	Mi{MIC}MI07949
FBti0152714	FBti0152714	Lerp	Mi{MIC}	1	-	44904 y[1] w[*]; Mi{MIC}Lerp[MI07964]	Mi{MIC}Lerp[MI07964]
FBti0152719	FBti0152719	CG14892	Mi{MIC}	1	-	44909 y[1] w[*]; Mi{MIC}CG14892[MI07983]/TM3, Sb[1] Ser[1]	Mi{MIC}CG14892[MI07983]
FBti0152722	FBti0152722	CG7692	Mi{MIC}	1	-	44912 y[1] w[*]; Mi{MIC}CG7692[MI08004]	Mi{MIC}CG7692[MI08004]
FBti0152724	FBti0152724	-	Mi{MIC}	-1	-	44914 y[1] w[*]; Mi{MIC}MI08009	Mi{MIC}MI08009
FBti0152726	FBti0152726	CtBP	Mi{MIC}	1	-	44916 y[1] w[*]; Mi{MIC}CtBP[MI08012]/TM3, Sb[1] Ser[1]	Mi{MIC}CtBP[MI08012]
FBti0152730	FBti0152730	Evi5	Mi{MIC}	1	-	44920 y[1] w[*] Mi{MIC}Evi5[MI08052]	Mi{MIC}Evi5[MI08052]
FBti0152737	FBti0152737	-	Mi{MIC}	-1	-	44927 y[1] w[*]; Mi{MIC}MI08121	Mi{MIC}MI08121
FBti0152738	FBti0152738	bbg	Mi{MIC}	-1	-	44928 y[1] w[*]; Mi{MIC}bbg[MI08128]	Mi{MIC}bbg[MI08128]
FBti0152742	FBti0152742	-	Mi{MIC}	-1	-	44932 y[1] w[*]; Mi{MIC}MI08201	Mi{MIC}MI08201
FBti0152743	FBti0152743	CG8483	Mi{MIC}	1	-	44933 y[1] w[*]; Mi{MIC}CG8483[MI08205]	Mi{MIC}CG8483[MI08205]
FBti0152744	FBti0152744	Sap47	Mi{MIC}	1	-	44934 y[1] w[*]; Mi{MIC}Sap47[MI08207]/TM3, Sb[1] Ser[1]	Mi{MIC}Sap47[MI08207]
FBti0152746	FBti0152746	su(f)	Mi{MIC}	-1	-	44936 y[1] w[*] Mi{MIC}su(f)[MI08254]	Mi{MIC}su(f)[MI08254]
FBti0152755	FBti0152755	nuf	Mi{MIC}	-1	-	44945 y[1] w[*]; Mi{MIC}nuf[MI08323]	Mi{MIC}nuf[MI08323]
FBti0152760	FBti0152760	hdc	Mi{MIC}	-1	-	44950 y[1] w[*]; Mi{MIC}hdc[MI08344]	Mi{MIC}hdc[MI08344]
FBti0152762	FBti0152762	RhoBTB	Mi{MIC}	1	-	44952 y[1] w[*]; Mi{MIC}RhoBTB[MI08374]	Mi{MIC}RhoBTB[MI08374]
FBti0152763	FBti0152763	Rab40	Mi{MIC}	-1	-	44953 y[1] w[*] Mi{MIC}Rab40[MI08376]	Mi{MIC}Rab40[MI08376]
FBti0152765	FBti0152765	CG5225	Mi{MIC}	1	-	44955 y[1] w[*]; Mi{MIC}CG5225[MI08385]	Mi{MIC}CG5225[MI08385]
FBti0152767	FBti0152767	CG45002	Mi{MIC}	1	-	44957 y[1] w[*] Mi{MIC}CG45002[MI08392]	Mi{MIC}CG45002[MI08392]
FBti0152769	FBti0152769	atk	Mi{MIC}	1	-	44959 y[1] w[*]; Mi{MIC}atk[MI08402]	Mi{MIC}atk[MI08402]
FBti0152770	FBti0152770	timeout	Mi{MIC}	1	-	-	Mi{MIC}timeout[MI08406]
FBti0152772	FBti0152772	-	Mi{MIC}	-1	-	44962 y[1] w[*]; Mi{MIC}MI08408	Mi{MIC}MI08408
FBti0152778	FBti0152778	Peritrophin-A	Mi{MIC}	1	-	44968 y[1] w[*] Mi{MIC}Peritrophin-A[MI08440]	Mi{MIC}Peritrophin-A[MI08440]
FBti0152780	FBti0152780	CG12594	Mi{MIC}	-1	-	44970 y[1] w[*]; Mi{MIC}CG12594[MI08452]	Mi{MIC}CG12594[MI08452]
FBti0152781	FBti0152781	spri	Mi{MIC}	-1	-	44971 y[1] w[*] Mi{MIC}spri[MI08456]	Mi{MIC}spri[MI08456]
FBti0152785	FBti0152785	CG6330	Mi{MIC}	1	-	44975 y[1] w[*]; Mi{MIC}CG6330[MI08475]/TM3, Sb[1] Ser[1]	Mi{MIC}CG6330[MI08475]
FBti0152790	FBti0152790	Droj2	Mi{MIC}	1	-	44980 y[1] w[*]; Mi{MIC}Droj2[MI08491]/TM3, Sb[1] Ser[1]	Mi{MIC}Droj2[MI08491]
FBti0152791	FBti0152791	bab2	Mi{MIC}	1	-	44981 y[1] w[*]; Mi{MIC}bab2[MI08504]	Mi{MIC}bab2[MI08504]
FBti0152792	FBti0152792	Lnk	Mi{MIC}	1	-	44982 y[1] w[*]; Mi{MIC}Lnk[MI08507]	Mi{MIC}Lnk[MI08507]
FBti0152793	FBti0152793	RhoL	Mi{MIC}	-1	-	44983 y[1] w[*]; Mi{MIC}RhoL[MI08522]/TM3, Sb[1] Ser[1]	Mi{MIC}RhoL[MI08522]
FBti0152794	FBti0152794	-	Mi{MIC}	1	-	44984 y[1] w[*] Mi{MIC}MI08531	Mi{MIC}MI08531
FBti0152795	FBti0152795	-	Mi{MIC}	-1	-	44985 y[1] w[*] Mi{MIC}MI08534	Mi{MIC}MI08534
FBti0152798	FBti0152798	CG15322	Mi{MIC}	1	-	44988 y[1] w[*] Mi{MIC}CG15322[MI08559]	Mi{MIC}CG15322[MI08559]
FBti0152803	FBti0152803	CG8927	Mi{MIC}	1	-	44993 y[1] w[*]; Mi{MIC}CG8927[MI08662]	Mi{MIC}CG8927[MI08662]
FBti0152806	FBti0152806	CG7634	Mi{MIC}	-1	-	44996 y[1] w[*]; Mi{MIC}CG7634[MI08730]/TM3, Sb[1] Ser[1]	Mi{MIC}CG7634[MI08730]
FBti0152807	FBti0152807	Lk6	Mi{MIC}	-1	-	44997 y[1] w[*]; Mi{MIC}Lk6[MI08738]	Mi{MIC}Lk6[MI08738]
FBti0152809	FBti0152809	Ir67b	Mi{MIC}	1	-	44999 y[1] w[*]; Mi{MIC}Ir67b[MI08762]/TM3, Sb[1] Ser[1]	Mi{MIC}Ir67b[MI08762]
FBti0152810	FBti0152810	CG31021	Mi{MIC}	1	-	50481 y[1] w[*]; Mi{MIC}CG31021[MI08767]	Mi{MIC}CG31021[MI08767]
FBti0152811	FBti0152811	CG14089	Mi{MIC}	-1	-	50482 y[1] w[*]; Mi{MIC}CG14089[MI08780]	Mi{MIC}CG14089[MI08780]
FBti0152812	FBti0152812	CG6951	Mi{MIC}	1	-	50483 y[1] w[*]; Mi{MIC}CG6951[MI08784]/TM3, Sb[1] Ser[1]	Mi{MIC}CG6951[MI08784]
FBti0152814	FBti0152814	Rbp6	Mi{MIC}	-1	-	50485 y[1] w[*]; Mi{MIC}Rbp6[MI08798]	Mi{MIC}Rbp6[MI08798]
FBti0152815	FBti0152815	CG10171	Mi{MIC}	-1	-	50486 y[1] w[*]; Mi{MIC}CG10171[MI08800]	Mi{MIC}CG10171[MI08800]
FBti0152816	FBti0152816	axo	Mi{MIC}	1	-	50487 y[1] w[*]; Mi{MIC}axo[MI08801]	Mi{MIC}axo[MI08801]
FBti0152819	FBti0152819	pip	Mi{MIC}	1	-	50490 y[1] w[*]; Mi{MIC}pip[MI08817]/TM3, Sb[1] Ser[1]	Mi{MIC}pip[MI08817]
FBti0152820	FBti0152820	mtg	Mi{MIC}	-1	-	50491 y[1] w[*]; Mi{MIC}mtg[MI08820]	Mi{MIC}mtg[MI08820]
FBti0152822	FBti0152822	Nmnat	Mi{MIC}	-1	-	50493 y[1] w[*]; Mi{MIC}Nmnat[MI08919]	Mi{MIC}Nmnat[MI08919]
FBti0152824	FBti0152824	CG43759	Mi{MIC}	-1	-	50495 y[1] w[*] Mi{MIC}CG43759[MI08964]	Mi{MIC}CG43759[MI08964]
FBti0152825	FBti0152825	-	Mi{MIC}	-1	-	50496 y[1] w[*] Mi{MIC}MI08972	Mi{MIC}MI08972
FBti0152826	FBti0152826	kirre	Mi{MIC}	1	-	50497 y[1] w[*] Mi{MIC}kirre[MI08973]	Mi{MIC}kirre[MI08973]
FBti0152827	FBti0152827	-	Mi{MIC}	1	-	50498 y[1] w[*] Mi{MIC}MI08982	Mi{MIC}MI08982
FBti0152832	FBti0152832	CG13995	Mi{MIC}	1	-	50503 y[1] w[*]; Mi{MIC}CG13995[MI09189]	Mi{MIC}CG13995[MI09189]
FBti0152833	FBti0152833	Rgk3	Mi{MIC}	-1	-	50504 y[1] w[*]; Mi{MIC}Rgk3[MI09197]	Mi{MIC}Rgk3[MI09197]
FBti0152834	FBti0152834	dve	Mi{MIC}	-1	-	50505 y[1] w[*]; Mi{MIC}dve[MI09283]	Mi{MIC}dve[MI09283]
FBti0152835	FBti0152835	CG14044	Mi{MIC}	1	-	50506 y[1] w[*]; Mi{MIC}CG14044[MI09290]	Mi{MIC}CG14044[MI09290]
FBti0152836	FBti0152836	CG30095	Mi{MIC}	1	-	50507 y[1] w[*]; Mi{MIC}CG30095[MI09291]	Mi{MIC}CG30095[MI09291]
FBti0153079	FBti0153079	rhea	Mi{MIC}	1	-	51194 y[1] w[*]; Mi{MIC}rhea[MI00738]/TM3, Sb[1] Ser[1]	Mi{MIC}rhea[MI00738]
FBti0153087	FBti0153087	-	Mi{MIC}	-1	-	51200 y[1] w[*]; Mi{MIC}MI04027	Mi{MIC}MI04027
FBti0153088	FBti0153088	-	Mi{MIC}	-1	-	51201 y[1] w[*]; Mi{MIC}MI05587	Mi{MIC}MI05587
FBti0153090	FBti0153090	-	Mi{MIC}	-1	-	51060 y[1] w[*]; Mi{MIC}MI05641/TM3, Sb[1] Ser[1]	Mi{MIC}MI05641
FBti0153092	FBti0153092	-	Mi{MIC}	-1	-	51061 y[1] w[*]; Mi{MIC}MI05933	Mi{MIC}MI05933
FBti0153093	FBti0153093	fred	Mi{MIC}	1	-	51062 y[1] w[*]; Mi{MIC}fred[MI05944]	Mi{MIC}fred[MI05944]
FBti0153094	FBti0153094	kek5	Mi{MIC}	-1	-	51204 y[1] w[*] Mi{MIC}kek5[MI05980]	Mi{MIC}kek5[MI05980]
FBti0153096	FBti0153096	Aldh-III	Mi{MIC}	-1	-	51063 y[1] w[*]; Mi{MIC}Aldh-III[MI06017]	Mi{MIC}Aldh-III[MI06017]
FBti0153099	FBti0153099	shep	Mi{MIC}	1	-	51207 y[1] w[*]; Mi{MIC}shep[MI06349]/TM3, Sb[1] Ser[1]	Mi{MIC}shep[MI06349]
FBti0153100	FBti0153100	Cda5	Mi{MIC}	1	-	51065 y[1] w[*]; Mi{MIC}Cda5[MI06357]	Mi{MIC}Cda5[MI06357]
FBti0153108	FBti0153108	Tsp42Eg	Mi{MIC}	-1	-	51211 y[1] w[*]; Mi{MIC}Tsp42Eg[MI07222]/SM6a	Mi{MIC}Tsp42Eg[MI07222]
FBti0153111	FBti0153111	Top3beta	Mi{MIC}	-1	-	51213 y[1] w[*] Mi{MIC}Top3β[MI07846]	Mi{MIC}Top3beta[MI07846]
FBti0153114	FBti0153114	ATbp	Mi{MIC}	1	-	51216 y[1] w[*] Mi{MIC}ATbp[MI08071]	Mi{MIC}ATbp[MI08071]
FBti0153118	FBti0153118	CG32816	Mi{MIC}	-1	-	51388 y[1] Mi{MIC}CG32816[MI08117] w[*]	Mi{MIC}CG32816[MI08117]
FBti0153121	FBti0153121	CoRest	Mi{MIC}	-1	-	51221 y[1] w[*] Mi{MIC}CoRest[MI08173]	Mi{MIC}CoRest[MI08173]
FBti0153124	FBti0153124	CG31102	Mi{MIC}	1	-	-	Mi{MIC}CG31102[MI08223]
FBti0153127	FBti0153127	-	Mi{MIC}	-1	-	51070 y[1] w[*]; Mi{MIC}MI08242/TM3, Sb[1] Ser[1]	Mi{MIC}MI08242
FBti0153128	FBti0153128	yrt	Mi{MIC}	-1	-	51071 y[1] w[*]; Mi{MIC}yrt[MI08245]	Mi{MIC}yrt[MI08245]
FBti0153129	FBti0153129	Glut4EF	Mi{MIC}	-1	-	51227 y[1] w[*]; Mi{MIC}Glut4EF[MI08248]/TM3, Sb[1] Ser[1]	Mi{MIC}Glut4EF[MI08248]
FBti0153133	FBti0153133	ko	Mi{MIC}	-1	-	51228 y[1] w[*]; Mi{MIC}ko[MI08272]	Mi{MIC}ko[MI08272]
FBti0153135	FBti0153135	Mp	Mi{MIC}	1	-	51075 y[1] w[*]; Mi{MIC}Mp[MI08309]	Mi{MIC}Mp[MI08309]
FBti0153138	FBti0153138	Fur1	Mi{MIC}	-1	-	51078 y[1] w[*]; Mi{MIC}Fur1[MI08357]/TM3, Sb[1] Ser[1]	Mi{MIC}Fur1[MI08357]
FBti0153143	FBti0153143	CG43867	Mi{MIC}	-1	-	51230 y[1] Mi{MIC}CG43867[MI08433] w[*]	Mi{MIC}CG43867[MI08433]
FBti0153144	FBti0153144	-	Mi{MIC}	-1	-	51231 y[1] w[*]; Mi{MIC}MI08478	Mi{MIC}MI08478
FBti0153145	FBti0153145	gukh	Mi{MIC}	1	-	51082 y[1] w[*]; Mi{MIC}gukh[MI08487]/TM3, Sb[1] Ser[1]	Mi{MIC}gukh[MI08487]
FBti0153146	FBti0153146	-	Mi{MIC}	-1	-	51232 y[1] w[*]; Mi{MIC}MI08511/TM3, Sb[1] Ser[1]	Mi{MIC}MI08511
FBti0153148	FBti0153148	TwdlM	Mi{MIC}	1	-	51084 y[1] w[*]; Mi{MIC}TwdlM[MI08524]	Mi{MIC}TwdlM[MI08524]
FBti0153150	FBti0153150	CG44838	Mi{MIC}	-1	-	51086 y[1] w[*]; Mi{MIC}CG44838[MI08569]	Mi{MIC}CG44838[MI08569]
FBti0153151	FBti0153151	CG9737	Mi{MIC}	1	-	51233 y[1] w[*]; Mi{MIC}CG9737[MI08572]	Mi{MIC}CG9737[MI08572]
FBti0153155	FBti0153155	alph	Mi{MIC}	-1	-	51234 y[1] w[*]; Mi{MIC}alph[MI08597]	Mi{MIC}alph[MI08597]
FBti0153157	FBti0153157	-	Mi{MIC}	-1	-	51090 y[1] w[*]; Mi{MIC}MI08620	Mi{MIC}MI08620
FBti0153158	FBti0153158	-	Mi{MIC}	-1	-	51091 y[1] w[*]; Mi{MIC}MI08623/TM3, Sb[1] Ser[1]	Mi{MIC}MI08623
FBti0153159	FBti0153159	spz	Mi{MIC}	1	-	51092 y[1] w[*]; Mi{MIC}spz[MI08633]	Mi{MIC}spz[MI08633]
FBti0153163	FBti0153163	CG43897	Mi{MIC}	-1	-	51096 y[1] w[*]; Mi{MIC}CG43897[MI08645]/TM3, Sb[1] Ser[1]	Mi{MIC}CG43897[MI08645]
FBti0153164	FBti0153164	bma	Mi{MIC}	-1	-	51097 y[1] w[*]; Mi{MIC}bma[MI08649]/TM3, Sb[1] Ser[1]	Mi{MIC}bma[MI08649]
FBti0153166	FBti0153166	dpr4	Mi{MIC}	1	-	51099 y[1] w[*]; Mi{MIC}dpr4[MI08665]/TM3, Sb[1] Ser[1]	Mi{MIC}dpr4[MI08665]
FBti0153168	FBti0153168	dysc	Mi{MIC}	-1	-	51235 y[1] w[*]; Mi{MIC}dysc[MI08667]/TM3, Sb[1] Ser[1]	Mi{MIC}dysc[MI08667]
FBti0153169	FBti0153169	Mau2	Mi{MIC}	-1	-	51101 y[1] w[*]; Mi{MIC}Mau2[MI08670]/TM3, Sb[1] Ser[1]	Mi{MIC}Mau2[MI08670]
FBti0153170	FBti0153170	Rbp6	Mi{MIC}	-1	-	51382 y[1] w[*]; Mi{MIC}Rbp6[MI08679]	Mi{MIC}Rbp6[MI08679]
FBti0153173	FBti0153173	CG14252	Mi{MIC}	1	-	51103 y[1] w[*]; Mi{MIC}CG14252[MI08700]	Mi{MIC}CG14252[MI08700]
FBti0153175	FBti0153175	Klp61F	Mi{MIC}	-1	-	51237 y[1] w[*]; Mi{MIC}Klp61F[MI08711]/TM6C, Sb[1] Tb[1]	Mi{MIC}Klp61F[MI08711]
FBti0153176	FBti0153176	CG42570	Mi{MIC}	-1	-	51105 y[1] w[*]; Mi{MIC}CG42570[MI08715]	Mi{MIC}CG42570[MI08715]
FBti0153178	FBti0153178	-	Mi{MIC}	-1	-	51107 y[1] w[*]; Mi{MIC}MI08735	Mi{MIC}MI08735
FBti0153180	FBti0153180	psq	Mi{MIC}	-1	-	51238 y[1] w[*]; Mi{MIC}psq[MI08759]	Mi{MIC}psq[MI08759]
FBti0153182	FBti0153182	rdo	Mi{MIC}	1	-	51239 y[1] w[*]; Mi{MIC}rdo[MI08797]	Mi{MIC}rdo[MI08797]
FBti0153185	FBti0153185	by	Mi{MIC}	-1	-	51111 y[1] w[*]; Mi{MIC}by[MI08828]	Mi{MIC}by[MI08828]
FBti0153186	FBti0153186	scrib	Mi{MIC}	-1	-	51112 y[1] w[*]; Mi{MIC}scrib[MI08835]	Mi{MIC}scrib[MI08835]
FBti0153187	FBti0153187	Syn	Mi{MIC}	1	-	51113 y[1] w[*]; Mi{MIC}Syn[MI08842]	Mi{MIC}Syn[MI08842]
FBti0153188	FBti0153188	-	Mi{MIC}	-1	-	51114 y[1] w[*]; Mi{MIC}MI08845	Mi{MIC}MI08845
FBti0153189	FBti0153189	-	Mi{MIC}	-1	-	51115 y[1] w[*]; Mi{MIC}MI08871/TM3, Sb[1] Ser[1]	Mi{MIC}MI08871
FBti0153191	FBti0153191	SP1029	Mi{MIC}	1	-	51117 y[1] w[*]; Mi{MIC}SP1029[MI08880]	Mi{MIC}SP1029[MI08880]
FBti0153193	FBti0153193	plx	Mi{MIC}	1	-	51119 y[1] w[*]; Mi{MIC}plx[MI08886]	Mi{MIC}plx[MI08886]
FBti0153198	FBti0153198	CG6749	Mi{MIC}	-1	-	51123 y[1] w[*]; Mi{MIC}CG6749[MI08899]	Mi{MIC}CG6749[MI08899]
FBti0153200	FBti0153200	CG13972	Mi{MIC}	1	-	51125 y[1] w[*]; Mi{MIC}CG13972[MI08909]	Mi{MIC}CG13972[MI08909]
FBti0153201	FBti0153201	CG6154	Mi{MIC}	1	-	51126 y[1] w[*]; Mi{MIC}CG6154[MI08916]	Mi{MIC}CG6154[MI08916]
FBti0153202	FBti0153202	Syp	Mi{MIC}	1	-	51127 y[1] w[*]; Mi{MIC}Syp[MI08923]/TM3, Sb[1] Ser[1]	Mi{MIC}Syp[MI08923]
FBti0153204	FBti0153204	CG31454	Mi{MIC}	-1	-	51128 y[1] w[*]; Mi{MIC}CG31454[MI08926]/TM3, Sb[1] Ser[1]	Mi{MIC}CG31454[MI08926]
FBti0153205	FBti0153205	Dys	Mi{MIC}	-1	-	51243 y[1] w[*]; Mi{MIC}Dys[MI08928]	Mi{MIC}Dys[MI08928]
FBti0153207	FBti0153207	Edc3	Mi{MIC}	-1	-	51130 y[1] w[*]; Mi{MIC}Edc3[MI08930]/TM3, Sb[1] Ser[1]	Mi{MIC}Edc3[MI08930]
FBti0153208	FBti0153208	CG33772	Mi{MIC}	1	-	51131 y[1] w[*]; Mi{MIC}CG33772[MI08942]	Mi{MIC}CG33772[MI08942]
FBti0153210	FBti0153210	Or85d	Mi{MIC}	-1	-	51133 y[1] w[*]; Mi{MIC}Or85d[MI08948]	Mi{MIC}Or85d[MI08948]
FBti0153211	FBti0153211	SmD2	Mi{MIC}	-1	-	51134 y[1] w[*]; Mi{MIC}SmD2[MI08949]/TM3, Sb[1] Ser[1]	Mi{MIC}SmD2[MI08949]
FBti0153214	FBti0153214	Helz	Mi{MIC}	-1	-	51137 y[1] w[*]; Mi{MIC}Helz[MI08990]	Mi{MIC}Helz[MI08990]
FBti0153216	FBti0153216	Flo2	Mi{MIC}	1	-	51244 y[1] w[*] Mi{MIC}Flo2[MI08997]	Mi{MIC}Flo2[MI08997]
FBti0153217	FBti0153217	CG3777	Mi{MIC}	-1	-	51245 Mi{MIC}CG3777[MI08999] y[1] w[*]	Mi{MIC}CG3777[MI08999]
FBti0153219	FBti0153219	SK	Mi{MIC}	-1	-	51246 y[1] w[*] Mi{MIC}SK[MI09020]	Mi{MIC}SK[MI09020]
FBti0153220	FBti0153220	Drak	Mi{MIC}	-1	-	51247 y[1] w[*] Mi{MIC}Drak[MI09021]	Mi{MIC}Drak[MI09021]
FBti0153221	FBti0153221	CG15097	Mi{MIC}	1	-	51384 y[1] w[*]; Mi{MIC}CG15097[MI09035]	Mi{MIC}CG15097[MI09035]
FBti0153223	FBti0153223	PH4alphaEFB	Mi{MIC}	1	-	51249 y[1] w[*]; Mi{MIC}PH4αEFB[MI09044]/TM3, Sb[1] Ser[1]	Mi{MIC}PH4alphaEFB[MI09044]
FBti0153224	FBti0153224	-	Mi{MIC}	-1	-	51250 y[1] w[*]; Mi{MIC}MI09050	Mi{MIC}MI09050
FBti0153225	FBti0153225	eIF4E3	Mi{MIC}	1	-	51251 y[1] w[*]; Mi{MIC}eIF4E3[MI09051]	Mi{MIC}eIF4E3[MI09051]
FBti0153227	FBti0153227	CG3257	Mi{MIC}	-1	-	51389 y[1] w[*]; Mi{MIC}CG3257[MI09077]	Mi{MIC}CG3257[MI09077]
FBti0153230	FBti0153230	ytr	Mi{MIC}	1	-	51255 y[1] w[*]; Mi{MIC}ytr[MI09091]/SM6a	Mi{MIC}ytr[MI09091]
FBti0153232	FBti0153232	aru	Mi{MIC}	1	-	51256 y[1] w[*]; Mi{MIC}aru[MI09136]/SM6a	Mi{MIC}aru[MI09136]
FBti0153234	FBti0153234	CG11085	Mi{MIC}	-1	-	51258 y[1] w[*] Mi{MIC}CG11085[MI09157]	Mi{MIC}CG11085[MI09157]
FBti0153235	FBti0153235	Acsx4	Mi{MIC}	1	-	51390 y[1] w[*]; Mi{MIC}Acsx4[MI09161]/TM3, Sb[1] Ser[1]	Mi{MIC}Acsx4[MI09161]
FBti0153236	FBti0153236	trx	Mi{MIC}	1	-	51141 y[1] w[*]; Mi{MIC}trx[MI09166]	Mi{MIC}trx[MI09166]
FBti0153237	FBti0153237	Octbeta1R	Mi{MIC}	1	-	51259 y[1] w[*]; Mi{MIC}Octβ1R[MI09171]	Mi{MIC}Octbeta1R[MI09171]
