#SUBMITTED ID	FBID_KEY	AFFECTED_GENES	INSERTED_ELEMENT	LOCATION_STRAND	NAME	STOCKS	SYMBOL
FBti0213480	FBti0213480	CG7896	TI{CRIMIC.TG4.2}	1	-	91461 y[1] w[*]; TI{CRIMIC.TG4.2}CG7896[CR02172-TG4.2]	TI{CRIMIC.TG4.2}CG7896[CR02172-TG4.2]
FBti0213481	FBti0213481	TFAM	TI{CRIMIC.TG4.2}	-1	-	91462 y[1] w[*]; TI{CRIMIC.TG4.2}TFAM[CR02174-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}TFAM[CR02174-TG4.2]
FBti0213482	FBti0213482	CG5646 <newline> sncRNA:157	TI{CRIMIC.TG4.1}	-1	-	91463 y[1] w[*]; TI{CRIMIC.TG4.1}CG5646[CR02180-TG4.1]	TI{CRIMIC.TG4.1}CG5646[CR02180-TG4.1]
FBti0213483	FBti0213483	Archease	TI{CRIMIC.TG4.2}	-1	-	91464 y[1] w[*]; TI{CRIMIC.TG4.2}Archease[CR02182-TG4.2]	TI{CRIMIC.TG4.2}Archease[CR02182-TG4.2]
FBti0213484	FBti0213484	CG2246	TI{CRIMIC.TG4.2}	-1	-	91465 y[1] w[*]; TI{CRIMIC.TG4.2}CG2246[CR02183-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}CG2246[CR02183-TG4.2]
FBti0213485	FBti0213485	CG34287 <newline> disp	TI{CRIMIC.TG4.2}	-1	-	92302 y[1] w[*]; TI{CRIMIC.TG4.2}disp[CR02184-TG4.2] CG34287[CR02184-TG4.2-X]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}disp[CR02184-TG4.2]
FBti0213486	FBti0213486	CG5854	TI{CRIMIC.TG4.1}	1	-	-	TI{CRIMIC.TG4.1}CG5854[CR02187-TG4.1]
FBti0213487	FBti0213487	CycG	TI{CRIMIC.TG4.2}	-1	-	91467 y[1] w[*]; TI{CRIMIC.TG4.2}CycG[CR02194-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}CycG[CR02194-TG4.2]
FBti0213488	FBti0213488	CG13407	TI{CRIMIC.TG4.2}	1	-	-	TI{CRIMIC.TG4.2}CG13407[CR02195-TG4.2]
FBti0213489	FBti0213489	gro	TI{CRIMIC.TG4.2}	1	-	91469 y[1] w[*]; TI{CRIMIC.TG4.2}gro[CR02197-TG4.2]	TI{CRIMIC.TG4.2}gro[CR02197-TG4.2]
FBti0213490	FBti0213490	Gp93	TI{CRIMIC.TG4.2}	1	-	91470 y[1] w[*]; TI{CRIMIC.TG4.2}Gp93[CR02201-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}Gp93[CR02201-TG4.2]
FBti0213491	FBti0213491	CG13408	TI{CRIMIC.TG4.2}	1	-	91471 y[1] w[*]; TI{CRIMIC.TG4.2}CG13408[CR02202-TG4.2]	TI{CRIMIC.TG4.2}CG13408[CR02202-TG4.2]
FBti0213492	FBti0213492	CG31121	TI{CRIMIC.TG4.2}	-1	-	91472 y[1] w[*]; TI{CRIMIC.TG4.2}CG31121[CR02203-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}CG31121[CR02203-TG4.2]
FBti0213493	FBti0213493	CG2082 <newline> jagn	TI{CRIMIC.TG4.2}	1	-	-	TI{CRIMIC.TG4.2}jagn[CR02204-TG4.2]
FBti0213494	FBti0213494	CG13300	TI{CRIMIC.TG4.1}	-1	-	91474 y[1] w[*]; TI{CRIMIC.TG4.1}CG13300[CR02205-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}CG13300[CR02205-TG4.1]
FBti0213495	FBti0213495	CG17230 <newline> sals	TI{CRIMIC.TG4.0}	-1	-	91475 y[1] w[*]; TI{CRIMIC.TG4.0}sals[CR02206-TG4.0] CG17230[CR02206-TG4.0-X]	TI{CRIMIC.TG4.0}sals[CR02206-TG4.0]
FBti0213496	FBti0213496	CG14238	TI{CRIMIC.TG4.2}	1	-	91476 y[1] w[*]; TI{CRIMIC.TG4.2}CG14238[CR02208-TG4.2]	TI{CRIMIC.TG4.2}CG14238[CR02208-TG4.2]
FBti0213499	FBti0213499	Cirl	TI{CRIMIC.TG4.2}	1	-	91479 y[1] w[*]; TI{CRIMIC.TG4.2}Cirl[CR02244-TG4.2]/SM6a	TI{CRIMIC.TG4.2}Cirl[CR02244-TG4.2]
FBti0213500	FBti0213500	Tnpo	TI{CRIMIC.TG4.2}	1	-	91480 y[1] w[*]; TI{CRIMIC.TG4.2}Tnpo[CR92235-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}Tnpo[CR92235-TG4.2]
FBti0213501	FBti0213501	CG14186	TI{CRIMIC.TG4.1}	-1	-	91481 y[1] w[*]; TI{CRIMIC.TG4.1}CG14186[CR92237-TG4.1]	TI{CRIMIC.TG4.1}CG14186[CR92237-TG4.1]
FBti0213502	FBti0213502	CG32161 <newline> Zcchc7	TI{CRIMIC.TG4.1}	1	-	91482 y[1] w[*]; TI{CRIMIC.TG4.1}Zcchc7[CR92242-TG4.1] CG32161[CR92242-TG4.1-X]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}Zcchc7[CR92242-TG4.1]
FBti0213503	FBti0213503	CG5577	TI{CRIMIC.TG4.1}	-1	-	91483 y[1] w[*]; TI{CRIMIC.TG4.1}CG5577[CR92244-TG4.1]	TI{CRIMIC.TG4.1}CG5577[CR92244-TG4.1]
FBti0213505	FBti0213505	lgs	TI{CRIMIC.TG4.1}	-1	-	91485 y[1] w[*]; TI{CRIMIC.TG4.1}lgs[CR92249-TG4.1]/In(4)ci[D], ci[D] pan[ciD]	TI{CRIMIC.TG4.1}lgs[CR92249-TG4.1]
FBti0213506	FBti0213506	CG9705	TI{CRIMIC.TG4.2}	1	-	91486 y[1] w[*]; TI{CRIMIC.TG4.2}CG9705[CR92253-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}CG9705[CR92253-TG4.2]
FBti0213507	FBti0213507	Atg18a	TI{CRIMIC.TG4.2}	1	-	91487 y[1] w[*]; TI{CRIMIC.TG4.2}Atg18a[CR92254-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}Atg18a[CR92254-TG4.2]
FBti0213508	FBti0213508	MICU1	TI{CRIMIC.TG4.0}	1	-	91488 y[1] w[*]; TI{CRIMIC.TG4.0}MICU1[CR92257-TG4.0]	TI{CRIMIC.TG4.0}MICU1[CR92257-TG4.0]
FBti0213509	FBti0213509	EndoB	TI{CRIMIC.TG4.0}	-1	-	91489 y[1] w[*]; TI{CRIMIC.TG4.0}EndoB[CR92260-TG4.0]/SM6a	TI{CRIMIC.TG4.0}EndoB[CR92260-TG4.0]
FBti0213519	FBti0213519	trp	TI{CRIMIC.TG4.2}	-1	-	91491 y[1] w[*]; TI{CRIMIC.TG4.2}trp[CR02215-TG4.2]	TI{CRIMIC.TG4.2}trp[CR02215-TG4.2]
FBti0213520	FBti0213520	mmd	TI{CRIMIC.TG4.1}	-1	-	91492 w[1118] TI{CRIMIC.TG4.1}mmd[CR02239-TG4.1]/FM7h	TI{CRIMIC.TG4.1}mmd[CR02239-TG4.1]
FBti0213522	FBti0213522	nAChRalpha3	TI{CRIMIC.TG4.1}	-1	-	91494 TI{CRIMIC.TG4.1}nAChRα3[CR02258-TG4.1] w[1118]/FM7h	TI{CRIMIC.TG4.1}nAChRalpha3[CR02258-TG4.1]
FBti0213523	FBti0213523	nAChRbeta2	TI{CRIMIC.TG4.1}	-1	-	91495 y[1] w[*]; TI{CRIMIC.TG4.1}nAChRβ2[CR02259-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}nAChRbeta2[CR02259-TG4.1]
FBti0213524	FBti0213524	ATPsynbeta	TI{CRIMIC.TG4.1}	1	-	91496 y[1] w[*]; TI{CRIMIC.TG4.1}ATPsynβ[CR02261-TG4.1]/In(4)ci[D], ci[D] pan[ciD]	TI{CRIMIC.TG4.1}ATPsynbeta[CR02261-TG4.1]
FBti0213525	FBti0213525	Tace	TI{CRIMIC.TG4.1}	1	-	91497 y[1] w[*]; TI{CRIMIC.TG4.1}Tace[CR02267-TG4.1]	TI{CRIMIC.TG4.1}Tace[CR02267-TG4.1]
FBti0213526	FBti0213526	poe	TI{CRIMIC.TG4.2}	-1	-	91498 y[1] w[*]; TI{CRIMIC.TG4.2}poe[CR02270-TG4.2]/SM6a	TI{CRIMIC.TG4.2}poe[CR02270-TG4.2]
FBti0213528	FBti0213528	CG30383	TI{CRIMIC.TG4.0}	-1	-	91500 y[1] w[*]; TI{CRIMIC.TG4.0}CG30383[CR02284-TG4.0]	TI{CRIMIC.TG4.0}CG30383[CR02284-TG4.0]
FBti0213530	FBti0213530	Ns2	TI{CRIMIC.TG4.0}	-1	-	91502 y[1] w[*]; TI{CRIMIC.TG4.0}Ns2[CR02287-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Ns2[CR02287-TG4.0]
FBti0213531	FBti0213531	CG44434 <newline> CG44435	TI{CRIMIC.TG4.0}	-1	-	91503 y[1] w[*]; TI{CRIMIC.TG4.0}CG44434[CR02289-TG4.0] CG44435[CR02289-TG4.0-X]	TI{CRIMIC.TG4.0}CG44434[CR02289-TG4.0]
FBti0213532	FBti0213532	Usp14	TI{CRIMIC.TG4.0}	-1	-	91504 y[1] w[*]; TI{CRIMIC.TG4.0}Usp14[CR02293-TG4.0]	TI{CRIMIC.TG4.0}Usp14[CR02293-TG4.0]
FBti0213533	FBti0213533	Cul3	TI{CRIMIC.TG4.0}	-1	-	91505 y[1] w[*]; TI{CRIMIC.TG4.0}Cul3[CR02298-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Cul3[CR02298-TG4.0]
FBti0213534	FBti0213534	CG14339	TI{CRIMIC.TG4.0}	1	-	91506 y[1] w[*]; TI{CRIMIC.TG4.0}CG14339[CR02303-TG4.0]	TI{CRIMIC.TG4.0}CG14339[CR02303-TG4.0]
FBti0213535	FBti0213535	Ugt36F1	TI{CRIMIC.TG4.0}	1	-	91507 y[1] w[*]; TI{CRIMIC.TG4.0}Ugt36F1[CR02304-TG4.0]	TI{CRIMIC.TG4.0}Ugt36F1[CR02304-TG4.0]
FBti0213536	FBti0213536	CG2772	TI{CRIMIC.TG4.0}	1	-	91508 y[1] w[*]; TI{CRIMIC.TG4.0}CG2772[CR02306-TG4.0]	TI{CRIMIC.TG4.0}CG2772[CR02306-TG4.0]
FBti0213537	FBti0213537	CG33509	TI{CRIMIC.TG4.0}	-1	-	91509 y[1] w[*]; TI{CRIMIC.TG4.0}CG33509[CR02308-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG33509[CR02308-TG4.0]
FBti0213538	FBti0213538	CG31816	TI{CRIMIC.TG4.0}	1	-	91510 y[1] w[*]; TI{CRIMIC.TG4.0}CG31816[CR02309-TG4.0]	TI{CRIMIC.TG4.0}CG31816[CR02309-TG4.0]
FBti0213539	FBti0213539	CG3907	TI{CRIMIC.TG4.0}	-1	-	91511 y[1] w[*]; TI{CRIMIC.TG4.0}CG3907[CR02310-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG3907[CR02310-TG4.0]
FBti0213540	FBti0213540	Wdr59	TI{CRIMIC.TG4.0}	1	-	91512 y[1] w[*]; TI{CRIMIC.TG4.0}Wdr59[CR02311-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Wdr59[CR02311-TG4.0]
FBti0213541	FBti0213541	CG10936 <newline> rhi	TI{CRIMIC.TG4.0}	-1	-	91513 y[1] w[*]; TI{CRIMIC.TG4.0}rhi[CR02315-TG4.0] CG10936[CR02315-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}rhi[CR02315-TG4.0]
FBti0213542	FBti0213542	CG14764 <newline> CG34430	TI{CRIMIC.TG4.0}	1	-	91514 y[1] w[*]; TI{CRIMIC.TG4.0}CG34430[CR02319-TG4.0] CG14764[CR02319-TG4.0-X]	TI{CRIMIC.TG4.0}CG34430[CR02319-TG4.0]
FBti0213543	FBti0213543	cbs	TI{CRIMIC.TG4.0}	1	-	91515 y[1] w[*]; TI{CRIMIC.TG4.0}cbs[CR02345-TG4.0]	TI{CRIMIC.TG4.0}cbs[CR02345-TG4.0]
FBti0213544	FBti0213544	CG18301	TI{CRIMIC.TG4.0}	1	-	91516 y[1] w[*]; TI{CRIMIC.TG4.0}CG18301[CR02351-TG4.0]	TI{CRIMIC.TG4.0}CG18301[CR02351-TG4.0]
FBti0213545	FBti0213545	Tsp42Ei	TI{CRIMIC.TG4.0}	1	-	91517 y[1] w[*]; TI{CRIMIC.TG4.0}Tsp42Ei[CR02359-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Tsp42Ei[CR02359-TG4.0]
FBti0213546	FBti0213546	Or49b	TI{CRIMIC.TG4.0}	1	-	91518 y[1] w[*]; TI{CRIMIC.TG4.0}Or49b[CR02360-TG4.0]	TI{CRIMIC.TG4.0}Or49b[CR02360-TG4.0]
FBti0213547	FBti0213547	Kdm5	TI{CRIMIC.TG4.0}	-1	-	91519 y[1] w[*]; TI{CRIMIC.TG4.0}Kdm5[CR02361-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Kdm5[CR02361-TG4.0]
FBti0213548	FBti0213548	Rpe	TI{CRIMIC.TG4.0}	-1	-	91520 y[1] w[*]; TI{CRIMIC.TG4.0}Rpe[CR02368-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Rpe[CR02368-TG4.0]
FBti0213549	FBti0213549	CG8738	TI{CRIMIC.TG4.0}	1	-	91521 y[1] w[*]; TI{CRIMIC.TG4.0}CG8738[CR02378-TG4.0]	TI{CRIMIC.TG4.0}CG8738[CR02378-TG4.0]
FBti0213550	FBti0213550	Tsp42Er	TI{CRIMIC.TG4.0}	1	-	91522 y[1] w[*]; TI{CRIMIC.TG4.0}Tsp42Er[CR02398-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Tsp42Er[CR02398-TG4.0]
FBti0214394	FBti0214394	CG43327 <newline> CG43328 <newline> RhoGEF2	TI{CRIMIC.TG4.1}	1	-	91524 y[1] w[*]; TI{CRIMIC.TG4.1}RhoGEF2[CR01560-TG4.1] CG43328[CR01560-TG4.1-X] CG43327[CR01560-TG4.1-X]/SM6a	TI{CRIMIC.TG4.1}RhoGEF2[CR01560-TG4.1]
FBti0214874	FBti0214874	hang	TI{CRIMIC.TG4.0}	1	-	92205 y[1] w[*]; TI{CRIMIC.TG4.0}hang[CR02226-TG4.0]	TI{CRIMIC.TG4.0}hang[CR02226-TG4.0]
FBti0214875	FBti0214875	Spt6	TI{CRIMIC.TG4.1}	1	-	92206 y[1] w[*]; TI{CRIMIC.TG4.1}Spt6[CR02229-TG4.1]	TI{CRIMIC.TG4.1}Spt6[CR02229-TG4.1]
FBti0214876	FBti0214876	myo	TI{CRIMIC.TG4.1}	-1	-	92207 y[1] w[*]; TI{CRIMIC.TG4.1}myo[CR02262-TG4.1]	TI{CRIMIC.TG4.1}myo[CR02262-TG4.1]
FBti0214877	FBti0214877	He	TI{CRIMIC.TG4.0}	-1	-	92208 y[1] w[*]; TI{CRIMIC.TG4.0}He[CR02280-TG4.0]/SM6a	TI{CRIMIC.TG4.0}He[CR02280-TG4.0]
FBti0214878	FBti0214878	CG17974	TI{CRIMIC.TG4.0}	-1	-	92209 y[1] w[*]; TI{CRIMIC.TG4.0}CG17974[CR02316-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG17974[CR02316-TG4.0]
FBti0214879	FBti0214879	CG34205	TI{CRIMIC.TG4.0}	-1	-	92210 y[1] w[*]; TI{CRIMIC.TG4.0}CG34205[CR02327-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG34205[CR02327-TG4.0]
FBti0214880	FBti0214880	CG17768 <newline> LSm-4	TI{CRIMIC.TG4.0}	-1	-	92211 y[1] w[*]; TI{CRIMIC.TG4.0}CG17768[CR02329-TG4.0] LSm-4[CR02329-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}CG17768[CR02329-TG4.0]
FBti0214881	FBti0214881	GMF	TI{CRIMIC.TG4.0}	-1	-	92212 y[1] w[*]; TI{CRIMIC.TG4.0}GMF[CR02330-TG4.0]/SM6a	TI{CRIMIC.TG4.0}GMF[CR02330-TG4.0]
FBti0214882	FBti0214882	Fis1	TI{CRIMIC.TG4.0}	-1	-	92213 y[1] w[*]; TI{CRIMIC.TG4.0}Fis1[CR02335-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Fis1[CR02335-TG4.0]
FBti0214883	FBti0214883	CG4294	TI{CRIMIC.TG4.0}	-1	-	92214 y[1] w[*]; TI{CRIMIC.TG4.0}CG4294[CR02336-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG4294[CR02336-TG4.0]
FBti0214884	FBti0214884	CG6220 <newline> tei	TI{CRIMIC.TG4.0}	-1	-	92215 y[1] w[*]; TI{CRIMIC.TG4.0}CG6220[CR02342-TG4.0] tei[CR02342-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}CG6220[CR02342-TG4.0]
FBti0214885	FBti0214885	CG18480	TI{CRIMIC.TG4.0}	1	-	92216 y[1] w[*]; TI{CRIMIC.TG4.0}CG18480[CR02344-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG18480[CR02344-TG4.0]
FBti0214886	FBti0214886	Obp58b	TI{CRIMIC.TG4.0}	1	-	92217 y[1] w[*]; TI{CRIMIC.TG4.0}Obp58b[CR02346-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Obp58b[CR02346-TG4.0]
FBti0214887	FBti0214887	Tsp42Eq	TI{CRIMIC.TG4.0}	-1	-	92218 y[1] w[*]; TI{CRIMIC.TG4.0}Tsp42Eq[CR02348-TG4.0]	TI{CRIMIC.TG4.0}Tsp42Eq[CR02348-TG4.0]
FBti0214888	FBti0214888	CG15483	TI{CRIMIC.TG4.0}	-1	-	92219 y[1] w[*]; TI{CRIMIC.TG4.0}CG15483[CR02349-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG15483[CR02349-TG4.0]
FBti0214889	FBti0214889	Tsp39D	TI{CRIMIC.TG4.0}	1	-	92220 y[1] w[*]; TI{CRIMIC.TG4.0}Tsp39D[CR02352-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Tsp39D[CR02352-TG4.0]
FBti0214890	FBti0214890	sNPF	TI{CRIMIC.TG4.0}	1	-	92221 y[1] w[*]; TI{CRIMIC.TG4.0}sNPF[CR02353-TG4.0]/SM6a	TI{CRIMIC.TG4.0}sNPF[CR02353-TG4.0]
FBti0214891	FBti0214891	CG5096	TI{CRIMIC.TG4.0}	1	-	92222 y[1] w[*]; TI{CRIMIC.TG4.0}CG5096[CR02354-TG4.0]	TI{CRIMIC.TG4.0}CG5096[CR02354-TG4.0]
FBti0214893	FBti0214893	CG8407	TI{CRIMIC.TG4.0}	1	-	92224 y[1] w[*]; TI{CRIMIC.TG4.0}CG8407[CR02357-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG8407[CR02357-TG4.0]
FBti0214894	FBti0214894	CG16974	TI{CRIMIC.TG4.0}	-1	-	92225 y[1] w[*]; TI{CRIMIC.TG4.0}CG16974[CR02358-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG16974[CR02358-TG4.0]
FBti0214895	FBti0214895	CG30043	TI{CRIMIC.TG4.0}	1	-	92226 y[1] w[*]; TI{CRIMIC.TG4.0}CG30043[CR02362-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG30043[CR02362-TG4.0]
FBti0214896	FBti0214896	CG13160	TI{CRIMIC.TG4.0}	1	-	92227 y[1] w[*]; TI{CRIMIC.TG4.0}CG13160[CR02363-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG13160[CR02363-TG4.0]
FBti0214897	FBti0214897	CG17650	TI{CRIMIC.TG4.0}	-1	-	92228 y[1] w[*]; TI{CRIMIC.TG4.0}CG17650[CR02364-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG17650[CR02364-TG4.0]
FBti0214898	FBti0214898	stil	TI{CRIMIC.TG4.0}	1	-	92229 y[1] w[*]; TI{CRIMIC.TG4.0}stil[CR02365-TG4.0]/SM6a	TI{CRIMIC.TG4.0}stil[CR02365-TG4.0]
FBti0214899	FBti0214899	CG1360	TI{CRIMIC.TG4.0}	-1	-	92230 y[1] w[*]; TI{CRIMIC.TG4.0}CG1360[CR02369-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG1360[CR02369-TG4.0]
FBti0214900	FBti0214900	CG9426	TI{CRIMIC.TG4.0}	-1	-	92231 y[1] w[*]; TI{CRIMIC.TG4.0}CG9426[CR02371-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG9426[CR02371-TG4.0]
FBti0214901	FBti0214901	Gr28a	TI{CRIMIC.TG4.0}	-1	-	92232 y[1] w[*]; TI{CRIMIC.TG4.0}Gr28a[CR02374-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Gr28a[CR02374-TG4.0]
FBti0214902	FBti0214902	Odc2	TI{CRIMIC.TG4.0}	1	-	92233 y[1] w[*]; TI{CRIMIC.TG4.0}Odc2[CR02375-TG4.0]	TI{CRIMIC.TG4.0}Odc2[CR02375-TG4.0]
FBti0214903	FBti0214903	dila	TI{CRIMIC.TG4.0}	-1	-	92234 y[1] w[*]; TI{CRIMIC.TG4.0}dila[CR02376-TG4.0]/SM6a	TI{CRIMIC.TG4.0}dila[CR02376-TG4.0]
FBti0214904	FBti0214904	CG8736	TI{CRIMIC.TG4.0}	-1	-	92235 y[1] w[*]; TI{CRIMIC.TG4.0}CG8736[CR02377-TG4.0]	TI{CRIMIC.TG4.0}CG8736[CR02377-TG4.0]
FBti0214905	FBti0214905	Alp2	TI{CRIMIC.TG4.0}	-1	-	92236 y[1] w[*]; TI{CRIMIC.TG4.0}Alp2[CR02380-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Alp2[CR02380-TG4.0]
FBti0214906	FBti0214906	Caper	TI{CRIMIC.TG4.0}	1	-	92237 y[1] w[*]; TI{CRIMIC.TG4.0}Caper[CR02382-TG4.0]	TI{CRIMIC.TG4.0}Caper[CR02382-TG4.0]
FBti0214907	FBti0214907	Qsox1	TI{CRIMIC.TG4.0}	-1	-	92238 y[1] w[*]; TI{CRIMIC.TG4.0}Qsox1[CR02383-TG4.0]	TI{CRIMIC.TG4.0}Qsox1[CR02383-TG4.0]
FBti0214908	FBti0214908	BicC <newline> CG45084	TI{CRIMIC.TG4.0}	1	-	92239 y[1] w[*]; TI{CRIMIC.TG4.0}BicC[CR02385-TG4.0] CG45084[CR02385-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}BicC[CR02385-TG4.0]
FBti0214909	FBti0214909	qtc	TI{CRIMIC.TG4.0}	1	-	92240 y[1] w[*]; TI{CRIMIC.TG4.0}qtc[CR02387-TG4.0]/SM6a	TI{CRIMIC.TG4.0}qtc[CR02387-TG4.0]
FBti0214910	FBti0214910	CG4712	TI{CRIMIC.TG4.0}	-1	-	92241 y[1] w[*]; TI{CRIMIC.TG4.0}CG4712[CR02388-TG4.0]	TI{CRIMIC.TG4.0}CG4712[CR02388-TG4.0]
FBti0214912	FBti0214912	CG9287	TI{CRIMIC.TG4.0}	-1	-	92243 y[1] w[*]; TI{CRIMIC.TG4.0}CG9287[CR02391-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG9287[CR02391-TG4.0]
FBti0214913	FBti0214913	ppk3	TI{CRIMIC.TG4.0}	-1	-	92244 y[1] w[*]; TI{CRIMIC.TG4.0}ppk3[CR02392-TG4.0]	TI{CRIMIC.TG4.0}ppk3[CR02392-TG4.0]
FBti0214914	FBti0214914	mahj	TI{CRIMIC.TG4.0}	1	-	92245 y[1] w[*]; TI{CRIMIC.TG4.0}mahj[CR02394-TG4.0]/SM6a	TI{CRIMIC.TG4.0}mahj[CR02394-TG4.0]
FBti0214915	FBti0214915	RnrL	TI{CRIMIC.TG4.0}	-1	-	92246 y[1] w[*]; TI{CRIMIC.TG4.0}RnrL[CR02395-TG4.0]/SM6a	TI{CRIMIC.TG4.0}RnrL[CR02395-TG4.0]
FBti0214917	FBti0214917	Tsp42Eo <newline> Tsp42Ep	TI{CRIMIC.TG4.0}	1	-	92248 y[1] w[*]; TI{CRIMIC.TG4.0}Tsp42Eo[CR02399-TG4.0] Tsp42Ep[CR02399-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}Tsp42Eo[CR02399-TG4.0]
FBti0214918	FBti0214918	CG7222	TI{CRIMIC.TG4.0}	1	-	92249 y[1] w[*]; TI{CRIMIC.TG4.0}CG7222[CR02400-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG7222[CR02400-TG4.0]
FBti0214919	FBti0214919	CG12164	TI{CRIMIC.TG4.0}	1	-	92250 y[1] w[*]; TI{CRIMIC.TG4.0}CG12164[CR02401-TG4.0]	TI{CRIMIC.TG4.0}CG12164[CR02401-TG4.0]
FBti0214920	FBti0214920	CG13157	TI{CRIMIC.TG4.1}	1	-	92251 y[1] w[*]; TI{CRIMIC.TG4.1}CG13157[CR02403-TG4.1]/SM6a	TI{CRIMIC.TG4.1}CG13157[CR02403-TG4.1]
FBti0214921	FBti0214921	CG4763 <newline> GlyT	TI{CRIMIC.TG4.1}	-1	-	92252 y[1] w[*]; TI{CRIMIC.TG4.1}CG4763[CR02405-TG4.1] GlyT[CR02405-TG4.1-X]	TI{CRIMIC.TG4.1}CG4763[CR02405-TG4.1]
FBti0214922	FBti0214922	Orcokinin	TI{CRIMIC.TG4.1}	-1	-	92253 y[1] w[*]; TI{CRIMIC.TG4.1}Orcokinin[CR02407-TG4.1]	TI{CRIMIC.TG4.1}Orcokinin[CR02407-TG4.1]
FBti0214923	FBti0214923	CG30197 <newline> Cpr51A	TI{CRIMIC.TG4.1}	1	-	92254 y[1] w[*]; TI{CRIMIC.TG4.1}CG30197[CR02408-TG4.1] Cpr51A[CR02408-TG4.1-X]/SM6a	TI{CRIMIC.TG4.1}CG30197[CR02408-TG4.1]
FBti0214924	FBti0214924	sei	TI{CRIMIC.TG4.1}	1	-	92255 y[1] w[*]; TI{CRIMIC.TG4.1}sei[CR02410-TG4.1]/SM6a	TI{CRIMIC.TG4.1}sei[CR02410-TG4.1]
FBti0214925	FBti0214925	mthl15	TI{CRIMIC.TG4.1}	-1	-	92256 y[1] w[*]; TI{CRIMIC.TG4.1}mthl15[CR02411-TG4.1]/SM6a	TI{CRIMIC.TG4.1}mthl15[CR02411-TG4.1]
FBti0214926	FBti0214926	CG30289	TI{CRIMIC.TG4.1}	-1	-	92257 y[1] w[*]; TI{CRIMIC.TG4.1}CG30289[CR02412-TG4.1]/SM6a	TI{CRIMIC.TG4.1}CG30289[CR02412-TG4.1]
FBti0214927	FBti0214927	CG17211	TI{CRIMIC.TG4.1}	1	-	92258 y[1] w[*]; TI{CRIMIC.TG4.1}CG17211[CR02413-TG4.1]/SM6a	TI{CRIMIC.TG4.1}CG17211[CR02413-TG4.1]
FBti0214928	FBti0214928	CG30087 <newline> asRNA:CR44372	TI{CRIMIC.TG4.1}	1	-	92259 y[1] w[*]; TI{CRIMIC.TG4.1}CG30087[CR02416-TG4.1] asRNA:CR44372[CR02416-TG4.1-X]	TI{CRIMIC.TG4.1}CG30087[CR02416-TG4.1]
FBti0214929	FBti0214929	CG13557 <newline> CG43795	TI{CRIMIC.TG4.1}	-1	-	92260 y[1] w[*]; TI{CRIMIC.TG4.1}CG13557[CR02417-TG4.1] CG43795[CR02417-TG4.1-X]/SM6a	TI{CRIMIC.TG4.1}CG13557[CR02417-TG4.1]
