#SUBMITTED ID	FBID_KEY	AFFECTED_GENES	INSERTED_ELEMENT	LOCATION_STRAND	NAME	STOCKS	SYMBOL
FBti0199404	FBti0199404	Lnk	TI{CRIMIC.TG4.0}	1	-	78942 y[1] w[*]; TI{CRIMIC.TG4.0}Lnk[CR00537-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}Lnk[CR00537-TG4.0]
FBti0199405	FBti0199405	Gba1b	TI{CRIMIC.TG4.0}	1	-	78943 y[1] w[*]; TI{CRIMIC.TG4.0}Gba1b[CR00541-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}Gba1b[CR00541-TG4.0]
FBti0199406	FBti0199406	Cyp4e1	TI{CRIMIC.TG4.1}	1	-	78944 y[1] w[*]; TI{CRIMIC.TG4.1}Cyp4e1[CR00545-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Cyp4e1[CR00545-TG4.1]
FBti0199407	FBti0199407	Ent1 <newline> asRNA:CR45366	TI{CRIMIC.TG4.0}	-1	-	78945 y[1] w[*]; TI{CRIMIC.TG4.0}Ent1[CR00546-TG4.0]	TI{CRIMIC.TG4.0}Ent1[CR00546-TG4.0]
FBti0199408	FBti0199408	CG12118	TI{CRIMIC.TG4.0}	-1	-	78946 y[1] w[*] TI{CRIMIC.TG4.0}CG12118[CR00547-TG4.0]	TI{CRIMIC.TG4.0}CG12118[CR00547-TG4.0]
FBti0199409	FBti0199409	CarT	TI{CRIMIC.TG4.0}	-1	-	78947 y[1] w[*]; TI{CRIMIC.TG4.0}CarT[CR00548-TG4.0]	TI{CRIMIC.TG4.0}CarT[CR00548-TG4.0]
FBti0199410	FBti0199410	Vrp1	TI{CRIMIC.TG4.0}	-1	-	78948 y[1] w[*]; TI{CRIMIC.TG4.0}Vrp1[CR00552-TG4.0]	TI{CRIMIC.TG4.0}Vrp1[CR00552-TG4.0]
FBti0199411	FBti0199411	Syt14	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}Syt14[CR00553-TG4.0]
FBti0199412	FBti0199412	Adh <newline> Adhr <newline> osp	TI{CRIMIC.TG4.0}	1	-	78950 y[1] w[*]; TI{CRIMIC.TG4.0}Adhr[CR00554-TG4.0] osp[CR00554-TG4.0-X] Adh[CR00554-TG4.0-X]	TI{CRIMIC.TG4.0}Adhr[CR00554-TG4.0]
FBti0199413	FBti0199413	CG33111 <newline> CG34355 <newline> eIF4G2	TI{CRIMIC.TG4.1}	-1	-	78951 y[1] w[*]; TI{CRIMIC.TG4.1}eIF4G2[CR00556-TG4.1] CG33111[CR00556-TG4.1-X] CG34355[CR00556-TG4.1-X]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}eIF4G2[CR00556-TG4.1]
FBti0199414	FBti0199414	UK114	TI{CRIMIC.TG4.1}	-1	-	78952 y[1] w[*]; TI{CRIMIC.TG4.1}UK114[CR00561-TG4.1]	TI{CRIMIC.TG4.1}UK114[CR00561-TG4.1]
FBti0199415	FBti0199415	Tsp47F	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}Tsp47F[CR00567-TG4.0]
FBti0199416	FBti0199416	Gal <newline> asRNA:CR43866	TI{CRIMIC.TG4.0}	-1	-	78954 y[1] w[*]; TI{CRIMIC.TG4.0}Gal[CR00570-TG4.0] asRNA:CR43866[CR00570-TG4.0-X]	TI{CRIMIC.TG4.0}Gal[CR00570-TG4.0]
FBti0199417	FBti0199417	CG10353	TI{CRIMIC.TG4.0}	-1	-	78955 y[1] w[*] TI{CRIMIC.TG4.0}CG10353[CR00571-TG4.0]	TI{CRIMIC.TG4.0}CG10353[CR00571-TG4.0]
FBti0199418	FBti0199418	Cyp6v1	TI{CRIMIC.TG4.0}	1	-	78956 y[1] w[*] TI{CRIMIC.TG4.0}Cyp6v1[CR00579-TG4.0]	TI{CRIMIC.TG4.0}Cyp6v1[CR00579-TG4.0]
FBti0199419	FBti0199419	CG11406	TI{CRIMIC.TG4.0}	-1	-	78957 y[1] w[*]; TI{CRIMIC.TG4.0}CG11406[CR00581-TG4.0]	TI{CRIMIC.TG4.0}CG11406[CR00581-TG4.0]
FBti0199420	FBti0199420	AnxB10	TI{CRIMIC.TG4.0}	-1	-	78958 y[1] w[*] TI{CRIMIC.TG4.0}AnxB10[CR00582-TG4.0]	TI{CRIMIC.TG4.0}AnxB10[CR00582-TG4.0]
FBti0199421	FBti0199421	CG8668	TI{CRIMIC.TG4.1}	1	-	78959 y[1] w[*]; TI{CRIMIC.TG4.1}CG8668[CR00584-TG4.1]/SM6a	TI{CRIMIC.TG4.1}CG8668[CR00584-TG4.1]
FBti0199422	FBti0199422	bi <newline> lncRNA:CR32773	TI{CRIMIC.TG4.2}	1	-	-	TI{CRIMIC.TG4.2}bi[CR00592-TG4.2]
FBti0199423	FBti0199423	fbp	TI{CRIMIC.TG4.0}	-1	-	78961 y[1] w[*]; TI{CRIMIC.TG4.0}fbp[CR00594-TG4.0]/SM6a	TI{CRIMIC.TG4.0}fbp[CR00594-TG4.0]
FBti0199424	FBti0199424	nudE	TI{CRIMIC.TG4.0}	1	-	78962 y[1] w[*]; TI{CRIMIC.TG4.0}nudE[CR00595-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}nudE[CR00595-TG4.0]
FBti0199425	FBti0199425	HDAC6 <newline> asRNA:CR44998	TI{CRIMIC.TG4.0}	1	-	78963 y[1] w[*] TI{CRIMIC.TG4.0}HDAC6[CR00601-TG4.0] asRNA:CR44998[CR00601-TG4.0-X]/FM7h	TI{CRIMIC.TG4.0}HDAC6[CR00601-TG4.0]
FBti0199426	FBti0199426	CG30265	TI{CRIMIC.TG4.1}	1	-	78964 y[1] w[*]; TI{CRIMIC.TG4.1}CG30265[CR00607-TG4.1]	TI{CRIMIC.TG4.1}CG30265[CR00607-TG4.1]
FBti0199427	FBti0199427	CG6472 <newline> CG8910	TI{CRIMIC.TG4.1}	1	-	78965 y[1] w[*]; TI{CRIMIC.TG4.1}CG6472[CR00608-TG4.1] CG8910[CR00608-TG4.1-X]	TI{CRIMIC.TG4.1}CG6472[CR00608-TG4.1]
FBti0199428	FBti0199428	Ip6k	TI{CRIMIC.TG4.1}	1	-	78966 y[1] w[*]; TI{CRIMIC.TG4.1}Ip6k[CR00611-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Ip6k[CR00611-TG4.1]
FBti0199429	FBti0199429	CAH8	TI{CRIMIC.TG4.1}	-1	-	78967 y[1] w[*]; TI{CRIMIC.TG4.1}CAH8[CR00616-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}CAH8[CR00616-TG4.1]
FBti0199430	FBti0199430	Tep3	TI{CRIMIC.TG4.2}	1	-	78968 y[1] w[*]; TI{CRIMIC.TG4.2}Tep3[CR00623-TG4.2]/SM6a	TI{CRIMIC.TG4.2}Tep3[CR00623-TG4.2]
FBti0199432	FBti0199432	pros	TI{CRIMIC.TG4.2}	1	-	78970 y[1] w[*]; TI{CRIMIC.TG4.2}pros[CR00631-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}pros[CR00631-TG4.2]
FBti0199433	FBti0199433	rumpel	TI{CRIMIC.TG4.2}	1	-	78971 y[1] w[*] TI{CRIMIC.TG4.2}rumpel[CR00636-TG4.2]	TI{CRIMIC.TG4.2}rumpel[CR00636-TG4.2]
FBti0199434	FBti0199434	Moe	TI{CRIMIC.TG4.2}	-1	-	78972 y[1] w[*] TI{CRIMIC.TG4.2}Moe[CR00638-TG4.2]	TI{CRIMIC.TG4.2}Moe[CR00638-TG4.2]
FBti0199435	FBti0199435	E2f2	TI{CRIMIC.TG4.0}	-1	-	78973 y[1] w[*]; TI{CRIMIC.TG4.0}E2f2[CR00656-TG4.0]/SM6a	TI{CRIMIC.TG4.0}E2f2[CR00656-TG4.0]
FBti0199436	FBti0199436	CG6805	TI{CRIMIC.TG4.0}	1	-	78974 y[1] w[*]; TI{CRIMIC.TG4.0}CG6805[CR00657-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG6805[CR00657-TG4.0]
FBti0199439	FBti0199439	CG8635	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}CG8635[CR00666-TG4.0]
FBti0199440	FBti0199440	CG14591	TI{CRIMIC.TG4.0}	-1	-	78978 y[1] w[*]; TI{CRIMIC.TG4.0}CG14591[CR00670-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG14591[CR00670-TG4.0]
FBti0199441	FBti0199441	Syngr	TI{CRIMIC.TG4.0}	-1	-	78979 y[1] w[*]; TI{CRIMIC.TG4.0}Syngr[CR00672-TG4.0]	TI{CRIMIC.TG4.0}Syngr[CR00672-TG4.0]
FBti0199442	FBti0199442	CG11807 <newline> CG42391	TI{CRIMIC.TG4.0}	1	-	78980 y[1] w[*]; TI{CRIMIC.TG4.0}CG11807[CR00674-TG4.0] CG42391[CR00674-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}CG11807[CR00674-TG4.0]
FBti0199443	FBti0199443	CG16865	TI{CRIMIC.TG4.0}	1	-	78981 y[1] w[*]; TI{CRIMIC.TG4.0}CG16865[CR00676-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG16865[CR00676-TG4.0]
FBti0199444	FBti0199444	gammaSnap1	TI{CRIMIC.TG4.0}	-1	-	78982 y[1] w[*]; TI{CRIMIC.TG4.0}γSnap1[CR00680-TG4.0]/SM6a	TI{CRIMIC.TG4.0}gammaSnap1[CR00680-TG4.0]
FBti0199445	FBti0199445	ncm	TI{CRIMIC.TG4.0}	-1	-	78983 y[1] w[*]; TI{CRIMIC.TG4.0}ncm[CR00683-TG4.0]/SM6a	TI{CRIMIC.TG4.0}ncm[CR00683-TG4.0]
FBti0199446	FBti0199446	boca	TI{CRIMIC.TG4.0}	-1	-	78984 y[1] w[*]; TI{CRIMIC.TG4.0}boca[CR00684-TG4.0]/SM6a	TI{CRIMIC.TG4.0}boca[CR00684-TG4.0]
FBti0199447	FBti0199447	Chd1	TI{CRIMIC.TG4.0}	-1	-	78985 y[1] w[*]; TI{CRIMIC.TG4.0}Chd1[CR00688-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Chd1[CR00688-TG4.0]
FBti0199448	FBti0199448	RpS27A	TI{CRIMIC.TG4.0}	1	-	78986 y[1] w[*]; TI{CRIMIC.TG4.0}RpS27A[CR00689-TG4.0]/SM6a	TI{CRIMIC.TG4.0}RpS27A[CR00689-TG4.0]
FBti0199449	FBti0199449	Sox14	TI{CRIMIC.TG4.0}	1	-	78987 y[1] w[*]; TI{CRIMIC.TG4.0}Sox14[CR00691-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Sox14[CR00691-TG4.0]
FBti0199450	FBti0199450	Nox	TI{CRIMIC.TG4.0}	1	-	78988 y[1] w[*]; TI{CRIMIC.TG4.0}Nox[CR00693-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Nox[CR00693-TG4.0]
FBti0199451	FBti0199451	CG31743 <newline> CG34313	TI{CRIMIC.TG4.0}	1	-	78989 y[1] w[*]; TI{CRIMIC.TG4.0}CG34313[CR00694-TG4.0] CG31743[CR00694-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}CG34313[CR00694-TG4.0]
FBti0199452	FBti0199452	retn	TI{CRIMIC.TG4.0}	1	-	78990 y[1] w[*]; TI{CRIMIC.TG4.0}retn[CR00697-TG4.0]/SM6a	TI{CRIMIC.TG4.0}retn[CR00697-TG4.0]
FBti0199453	FBti0199453	Patronin	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}Patronin[CR00698-TG4.0]
FBti0199454	FBti0199454	Reps	TI{CRIMIC.TG4.0}	-1	-	78992 y[1] w[*]; TI{CRIMIC.TG4.0}Reps[CR00700-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Reps[CR00700-TG4.0]
FBti0199455	FBti0199455	CG42837 <newline> CG44243	TI{CRIMIC.TG4.0}	1	-	78993 y[1] w[*]; TI{CRIMIC.TG4.0}CG44243[CR00704-TG4.0] CG42837[CR00704-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}CG44243[CR00704-TG4.0]
FBti0199456	FBti0199456	CG5022	TI{CRIMIC.TG4.0}	1	-	78994 y[1] w[*]; TI{CRIMIC.TG4.0}CG5022[CR00705-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG5022[CR00705-TG4.0]
FBti0199457	FBti0199457	CG4972	TI{CRIMIC.TG4.0}	1	-	78995 y[1] w[*]; TI{CRIMIC.TG4.0}CG4972[CR00706-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG4972[CR00706-TG4.0]
FBti0199555	FBti0199555	CG5921	TI{CRIMIC.TG4.0}	1	-	79230 y[1] w[*] TI{CRIMIC.TG4.0}CG5921[CR00275-TG4.0]	TI{CRIMIC.TG4.0}CG5921[CR00275-TG4.0]
FBti0199556	FBti0199556	Surf4	TI{CRIMIC.TG4.0}	-1	-	79231 y[1] w[*]; TI{CRIMIC.TG4.0}Surf4[CR00280-TG4.0]	TI{CRIMIC.TG4.0}Surf4[CR00280-TG4.0]
FBti0199557	FBti0199557	Hacl	TI{CRIMIC.TG4.0}	-1	-	79232 y[1] w[*]; TI{CRIMIC.TG4.0}Hacl[CR00283-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Hacl[CR00283-TG4.0]
FBti0199558	FBti0199558	CG12766	TI{CRIMIC.TG4.0}	-1	-	79233 y[1] w[*]; TI{CRIMIC.TG4.0}CG12766[CR00284-TG4.0]	TI{CRIMIC.TG4.0}CG12766[CR00284-TG4.0]
FBti0199559	FBti0199559	Agps	TI{CRIMIC.TG4.0}	-1	-	79234 y[1] w[*]; TI{CRIMIC.TG4.0}Agps[CR00286-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Agps[CR00286-TG4.0]
FBti0199560	FBti0199560	CG4887	TI{CRIMIC.TG4.0}	1	-	79235 y[1] w[*]; TI{CRIMIC.TG4.0}CG4887[CR00304-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG4887[CR00304-TG4.0]
FBti0199561	FBti0199561	Drp1	TI{CRIMIC.TG4.0}	-1	-	79236 y[1] w[*]; TI{CRIMIC.TG4.0}Drp1[CR00309-TG4.0]	TI{CRIMIC.TG4.0}Drp1[CR00309-TG4.0]
FBti0199562	FBti0199562	Vinc	TI{CRIMIC.TG4.0}	-1	-	79237 y[1] TI{CRIMIC.TG4.0}Vinc[CR00311-TG4.0] w[*]	TI{CRIMIC.TG4.0}Vinc[CR00311-TG4.0]
FBti0199563	FBti0199563	CG1673	TI{CRIMIC.TG4.0}	1	-	79238 y[1] w[*] TI{CRIMIC.TG4.0}CG1673[CR00316-TG4.0]/FM7h	TI{CRIMIC.TG4.0}CG1673[CR00316-TG4.0]
FBti0199564	FBti0199564	Hacl	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}Hacl[CR00328-TG4.0]
FBti0199565	FBti0199565	boi	TI{CRIMIC.TG4.0}	-1	-	79239 y[1] TI{CRIMIC.TG4.0}boi[CR00330-TG4.0] w[*]/FM7h	TI{CRIMIC.TG4.0}boi[CR00330-TG4.0]
FBti0199566	FBti0199566	Gk1 <newline> NitFhit	TI{CRIMIC.TG4.0}	-1	-	79240 y[1] w[*]; TI{CRIMIC.TG4.0}Gk1[CR00332-TG4.0] NitFhit[CR00332-TG4.0-X]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}Gk1[CR00332-TG4.0]
FBti0199567	FBti0199567	Plod	TI{CRIMIC.TG4.2}	-1	-	79241 y[1] w[*]; TI{CRIMIC.TG4.2}Plod[CR00348-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}Plod[CR00348-TG4.2]
FBti0199568	FBti0199568	LamC <newline> ttv	TI{CRIMIC.TG4.2}	-1	-	79242 y[1] w[*]; TI{CRIMIC.TG4.2}LamC[CR00352-TG4.2] ttv[CR00352-TG4.2-X]/SM6a	TI{CRIMIC.TG4.2}LamC[CR00352-TG4.2]
FBti0199569	FBti0199569	Mccc2	TI{CRIMIC.TG4.2}	1	-	79243 y[1] w[*]; TI{CRIMIC.TG4.2}Mccc2[CR00361-TG4.2]/SM6a	TI{CRIMIC.TG4.2}Mccc2[CR00361-TG4.2]
FBti0199570	FBti0199570	Wnt6	TI{CRIMIC.TG4.2}	1	-	79244 y[1] w[*]; TI{CRIMIC.TG4.2}Wnt6[CR00365-TG4.2]/SM6a	TI{CRIMIC.TG4.2}Wnt6[CR00365-TG4.2]
FBti0199571	FBti0199571	lncRNA:CR33987 <newline> tio	TI{CRIMIC.TG4.2}	1	-	79245 y[1] w[*]; TI{CRIMIC.TG4.2}tio[CR00369-TG4.2] lncRNA:CR33987[CR00369-TG4.2-X]/SM6a	TI{CRIMIC.TG4.2}tio[CR00369-TG4.2]
FBti0199573	FBti0199573	Rx	TI{CRIMIC.TG4.2}	1	-	79247 y[1] w[*]; TI{CRIMIC.TG4.2}Rx[CR00377-TG4.2]/SM6a	TI{CRIMIC.TG4.2}Rx[CR00377-TG4.2]
FBti0199574	FBti0199574	Acsf2	TI{CRIMIC.TG4.2}	-1	-	79248 y[1] w[*]; TI{CRIMIC.TG4.2}Acsf2[CR00381-TG4.2]	TI{CRIMIC.TG4.2}Acsf2[CR00381-TG4.2]
FBti0199575	FBti0199575	Cyp305a1	TI{CRIMIC.TG4.1}	-1	-	79249 y[1] w[*]; TI{CRIMIC.TG4.1}Cyp305a1[CR00389-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}Cyp305a1[CR00389-TG4.1]
FBti0199577	FBti0199577	Vps13	TI{CRIMIC.TG4.1}	1	-	79251 y[1] w[*]; TI{CRIMIC.TG4.1}Vps13[CR00393-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Vps13[CR00393-TG4.1]
FBti0199578	FBti0199578	spas	TI{CRIMIC.TG4.1}	1	-	79252 y[1] w[*]; TI{CRIMIC.TG4.1}spas[CR00398-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}spas[CR00398-TG4.1]
FBti0199579	FBti0199579	Taz	TI{CRIMIC.TG4.1}	-1	-	79253 y[1] w[*]; TI{CRIMIC.TG4.1}Taz[CR00401-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Taz[CR00401-TG4.1]
FBti0199580	FBti0199580	CG7766	TI{CRIMIC.TG4.1}	-1	-	79254 y[1] w[*] TI{CRIMIC.TG4.1}CG7766[CR00405-TG4.1]/FM7h	TI{CRIMIC.TG4.1}CG7766[CR00405-TG4.1]
FBti0199581	FBti0199581	Tg	TI{CRIMIC.TG4.1}	1	-	79255 y[1] w[*]; TI{CRIMIC.TG4.1}Tg[CR00407-TG4.1]	TI{CRIMIC.TG4.1}Tg[CR00407-TG4.1]
FBti0199582	FBti0199582	Gyf	TI{CRIMIC.TG4.1}	-1	-	79256 y[1] w[*]; TI{CRIMIC.TG4.1}Gyf[CR00412-TG4.1]/In(4)ci[D], ci[D] pan[ciD]	TI{CRIMIC.TG4.1}Gyf[CR00412-TG4.1]
FBti0199583	FBti0199583	Nep1	TI{CRIMIC.TG4.1}	1	-	79257 y[1] w[*] TI{CRIMIC.TG4.1}Nep1[CR00415-TG4.1]/FM7h	TI{CRIMIC.TG4.1}Nep1[CR00415-TG4.1]
FBti0199584	FBti0199584	sicily	TI{CRIMIC.TG4.0}	1	-	79258 y[1] w[*] TI{CRIMIC.TG4.0}sicily[CR00431-TG4.0]/FM7h	TI{CRIMIC.TG4.0}sicily[CR00431-TG4.0]
FBti0199585	FBti0199585	sws	TI{CRIMIC.TG4.1}	-1	-	79259 y[1] w[*] TI{CRIMIC.TG4.1}sws[CR00438-TG4.1]/FM7h	TI{CRIMIC.TG4.1}sws[CR00438-TG4.1]
FBti0199586	FBti0199586	DAT	TI{CRIMIC.TG4.1}	-1	-	79260 y[1] w[*]; TI{CRIMIC.TG4.1}DAT[CR00448-TG4.1]/SM6a	TI{CRIMIC.TG4.1}DAT[CR00448-TG4.1]
FBti0199587	FBti0199587	bsf	TI{CRIMIC.TG4.2}	-1	-	79261 y[1] w[*]; TI{CRIMIC.TG4.2}bsf[CR00449-TG4.2]	TI{CRIMIC.TG4.2}bsf[CR00449-TG4.2]
FBti0199588	FBti0199588	CG14442	TI{CRIMIC.TG4.0}	-1	-	79262 y[1] w[*] TI{CRIMIC.TG4.0}CG14442[CR00459-TG4.0]	TI{CRIMIC.TG4.0}CG14442[CR00459-TG4.0]
FBti0199589	FBti0199589	CG10492	TI{CRIMIC.TG4.0}	1	-	79263 y[1] w[*]; TI{CRIMIC.TG4.0}CG10492[CR00460-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG10492[CR00460-TG4.0]
FBti0199590	FBti0199590	fliI	TI{CRIMIC.TG4.0}	1	-	79264 y[1] w[*] TI{CRIMIC.TG4.0}fliI[CR00462-TG4.0]/FM7h	TI{CRIMIC.TG4.0}fliI[CR00462-TG4.0]
FBti0199591	FBti0199591	Pi4KIIIalpha	TI{CRIMIC.TG4.0}	1	-	79265 y[1] TI{CRIMIC.TG4.0}Pi4KIIIα[CR00467-TG4.0] w[*]/FM7h	TI{CRIMIC.TG4.0}Pi4KIIIalpha[CR00467-TG4.0]
FBti0199592	FBti0199592	CG2926	TI{CRIMIC.TG4.0}	-1	-	79266 y[1] w[*]; TI{CRIMIC.TG4.0}CG2926[CR00473-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}CG2926[CR00473-TG4.0]
FBti0199593	FBti0199593	Coq4 <newline> frc	TI{CRIMIC.TG4.0}	-1	-	79267 y[1] w[*]; TI{CRIMIC.TG4.0}Coq4[CR00474-TG4.0] frc[CR00474-TG4.0-X]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}Coq4[CR00474-TG4.0]
FBti0199595	FBti0199595	Raf	TI{CRIMIC.TG4.1}	1	-	79269 y[1] TI{CRIMIC.TG4.1}Raf[CR00483-TG4.1] w[*]/FM7h	TI{CRIMIC.TG4.1}Raf[CR00483-TG4.1]
FBti0199596	FBti0199596	Echs1	TI{CRIMIC.TG4.1}	-1	-	79270 y[1] w[*]; TI{CRIMIC.TG4.1}Echs1[CR00484-TG4.1]	TI{CRIMIC.TG4.1}Echs1[CR00484-TG4.1]
FBti0199597	FBti0199597	dpr4	TI{CRIMIC.TG4.1}	-1	-	79271 y[1] w[*]; TI{CRIMIC.TG4.1}dpr4[CR00485-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}dpr4[CR00485-TG4.1]
FBti0199598	FBti0199598	Cbl	TI{CRIMIC.TG4.2}	1	-	79272 y[1] w[67c23]; TI{CRIMIC.TG4.2}Cbl[CR00493-TG4.2]/TM6C, Sb[1] Tb[1]	TI{CRIMIC.TG4.2}Cbl[CR00493-TG4.2]
FBti0199600	FBti0199600	ATPsyndelta	TI{CRIMIC.TG4.0}	1	-	79627 y[1] w[*] TI{CRIMIC.TG4.0}ATPsynδ[CR00511-TG4.0]	TI{CRIMIC.TG4.0}ATPsyndelta[CR00511-TG4.0]
FBti0199601	FBti0199601	Sln	TI{CRIMIC.TG4.0}	1	-	79274 y[1] w[*]; TI{CRIMIC.TG4.0}Sln[CR00519-TG4.0]	TI{CRIMIC.TG4.0}Sln[CR00519-TG4.0]
FBti0199602	FBti0199602	Cyp4e2	TI{CRIMIC.TG4.1}	1	-	79275 y[1] w[*]; TI{CRIMIC.TG4.1}Cyp4e2[CR00529-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Cyp4e2[CR00529-TG4.1]
FBti0199603	FBti0199603	DIP2	TI{CRIMIC.TG4.1}	-1	-	79276 y[1] w[*]; TI{CRIMIC.TG4.1}DIP2[CR00551-TG4.1]/TM6C, Sb[1] Tb[1]	TI{CRIMIC.TG4.1}DIP2[CR00551-TG4.1]
FBti0199605	FBti0199605	ppk	TI{CRIMIC.TG4.2}	-1	-	79278 y[1] w[*]; TI{CRIMIC.TG4.2}ppk[CR00622-TG4.2]	TI{CRIMIC.TG4.2}ppk[CR00622-TG4.2]
FBti0199606	FBti0199606	sut1	TI{CRIMIC.TG4.0}	1	-	79279 y[1] w[*]; TI{CRIMIC.TG4.0}sut1[CR00681-TG4.0]	TI{CRIMIC.TG4.0}sut1[CR00681-TG4.0]
FBti0199607	FBti0199607	Cnot4	TI{CRIMIC.TG4.0}	1	-	79280 y[1] w[*]; TI{CRIMIC.TG4.0}Cnot4[CR00707-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Cnot4[CR00707-TG4.0]
FBti0199608	FBti0199608	slim	TI{CRIMIC.TG4.0}	1	-	79281 y[1] w[*]; TI{CRIMIC.TG4.0}slim[CR00711-TG4.0]/SM6a	TI{CRIMIC.TG4.0}slim[CR00711-TG4.0]
FBti0199609	FBti0199609	Pde1c <newline> esc	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}esc[CR00712-TG4.0]
FBti0199610	FBti0199610	Fak	TI{CRIMIC.TG4.0}	-1	-	79283 y[1] w[*]; TI{CRIMIC.TG4.0}Fak[CR00713-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Fak[CR00713-TG4.0]
FBti0199611	FBti0199611	CG10602	TI{CRIMIC.TG4.0}	-1	-	79284 y[1] w[*]; TI{CRIMIC.TG4.0}CG10602[CR00717-TG4.0]	TI{CRIMIC.TG4.0}CG10602[CR00717-TG4.0]
FBti0199613	FBti0199613	gcm2	TI{CRIMIC.TG4.2}	1	-	79286 y[1] w[*]; TI{CRIMIC.TG4.2}gcm2[CR00721-TG4.2]	TI{CRIMIC.TG4.2}gcm2[CR00721-TG4.2]
FBti0199614	FBti0199614	grnd	TI{CRIMIC.TG4.1}	1	-	79287 y[1] w[*]; TI{CRIMIC.TG4.1}grnd[CR00723-TG4.1]/SM6a	TI{CRIMIC.TG4.1}grnd[CR00723-TG4.1]
FBti0199615	FBti0199615	Atg7 <newline> CG5335	TI{CRIMIC.TG4.0}	-1	-	79288 y[1] w[*]; TI{CRIMIC.TG4.0}Atg7[CR00724-TG4.0] CG5335[CR00724-TG4.0-X]	TI{CRIMIC.TG4.0}Atg7[CR00724-TG4.0]
FBti0199616	FBti0199616	jef	TI{CRIMIC.TG4.0}	-1	-	79289 y[1] w[*]; TI{CRIMIC.TG4.0}jef[CR00725-TG4.0]	TI{CRIMIC.TG4.0}jef[CR00725-TG4.0]
FBti0199617	FBti0199617	Ttc30	TI{CRIMIC.TG4.0}	1	-	80363 y[1] w[*]; TI{CRIMIC.TG4.0}Ttc30[CR00728-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Ttc30[CR00728-TG4.0]
FBti0199619	FBti0199619	CG5149	TI{CRIMIC.TG4.0}	-1	-	79292 y[1] w[*]; TI{CRIMIC.TG4.0}CG5149[CR00739-TG4.0]/SM6a	TI{CRIMIC.TG4.0}CG5149[CR00739-TG4.0]
FBti0199621	FBti0199621	Ppt2 <newline> asRNA:CR44182	TI{CRIMIC.TG4.0}	1	-	79294 y[1] w[*]; TI{CRIMIC.TG4.0}Ppt2[CR00742-TG4.0] asRNA:CR44182[CR00742-TG4.0-X]	TI{CRIMIC.TG4.0}Ppt2[CR00742-TG4.0]
FBti0199622	FBti0199622	levy	TI{CRIMIC.TG4.1}	1	-	79295 y[1] w[*]; TI{CRIMIC.TG4.1}levy[CR00806-TG4.1]	TI{CRIMIC.TG4.1}levy[CR00806-TG4.1]
